011060	010000
011060	004000
011060	002000
011060	004000
011060	050000
011060	010000
011060	020000
011060	004000
011060	004000
011060	004000
011060	010000
011060	004000
011060	010000
011060	010000
011060	002000
011060	050000
011060	004000
011060	050000
011060	050000
011060	050000
011060	010000
011060	004000
011060	001000
011060	004000
011060	002000
011060	020000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	004000
011060	050000
011060	050000
011060	001000
011060	020000
011060	050000
011060	050000
011060	010000
011060	004000
011060	004000
011060	020000
011060	010000
011060	020000
011060	004000
011060	020000
011060	010000
011060	010000
011060	010000
011060	050000
011060	020000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	020000
011060	050000
011060	010000
011060	050000
011060	020000
011060	020000
011060	010000
011060	010000
011060	004000
011060	004000
011060	004000
011060	004000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	002000
011060	020000
011060	020000
011060	050000
011060	050000
011060	020000
011060	020000
011060	020000
011060	050000
011060	010000
011060	010000
011060	050000
011060	050000
011060	050000
011060	004000
011060	004000
011060	020000
011060	004000
011060	010000
011060	010000
011060	020000
011060	050000
011060	004000
011060	004000
011060	020000
011060	004000
011060	020000
011060	050000
011060	010000
011060	010000
011060	004000
011060	010000
011060	050000
011060	020000
011060	010000
011060	020000
011060	010000
011060	004000
011060	004000
011060	004000
011060	010000
011060	004000
011060	004000
011060	001000
011060	004000
011060	004000
011060	020000
011060	010000
011060	020000
011060	000500
011060	004000
011060	004000
011060	002000
011060	010000
011060	004000
011060	004000
011060	004000
011060	050000
011060	004000
011060	020000
011060	020000
011060	010000
011060	050000
011060	004000
011060	020000
011060	010000
011060	010000
011060	004000
011060	004000
011060	050000
011060	050000
011060	020000
011060	010000
011060	004000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	004000
011060	010000
011060	010000
011060	020000
011060	010000
011060	020000
011060	002000
011060	020000
011060	004000
011060	004000
011060	004000
011060	020000
011060	020000
011060	020000
011060	020000
011060	020000
011060	004000
011060	010000
011060	010000
011060	050000
011060	050000
011060	020000
011060	004000
011060	010000
011060	010000
011060	010000
011060	010000
011060	020000
011060	010000
011060	010000
011060	020000
011060	050000
011060	050000
011060	004000
011060	010000
011060	004000
011060	050000
011060	010000
011060	020000
011060	010000
011060	010000
011060	010000
011060	020000
011060	020000
011060	010000
011060	050000
011060	000500
011060	050000
011060	020000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	020000
011060	050000
011060	010000
011060	002000
011060	010000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	050000
011060	010000
011060	004000
011060	004000
011060	010000
011060	004000
011060	010000
011060	010000
011060	010000
011060	020000
011060	050000
011060	020000
011060	004000
011060	004000
011060	004000
011060	004000
011060	004000
011060	004000
011060	004000
011060	004000
011060	050000
011060	050000
011060	004000
011060	004000
011060	010000
011060	020000
011060	010000
011060	020000
011060	050000
011060	050000
011060	050000
011060	020000
011060	050000
011060	020000
011060	020000
011060	004000
011060	050000
011060	020000
011060	004000
011060	050000
011060	050000
011060	004000
011060	010000
011060	001000
011060	050000
011060	050000
011060	020000
011060	050000
011060	002000
011060	050000
011060	050000
011060	001000
011060	000200
011060	050000
011060	020000
011060	001000
011060	010000
011060	020000
011060	000500
011060	010000
011060	002000
011060	010000
011060	020000
011060	020000
011060	050000
011060	020000
011060	010000
011060	020000
011060	020000
011060	050000
011060	050000
011060	020000
011060	020000
011060	020000
011060	010000
011060	020000
011060	020000
011060	010000
011060	010000
011060	010000
011060	004000
011060	004000
011060	050000
012620	010000
012620	010000
012620	010000
012620	020000
012620	010000
012620	004000
012620	020000
012620	020000
012620	050000
012620	004000
012620	010000
012620	001000
012620	050000
012620	050000
012620	050000
012620	020000
012620	020000
012620	001000
012620	010000
012620	020000
012620	010000
012620	010000
012620	020000
012620	020000
012620	020000
012620	050000
012620	050000
012620	050000
012620	000000
012620	020000
012620	000500
012620	020000
012620	020000
012620	020000
012620	020000
012620	050000
012620	050000
012620	001000
012620	050000
012620	050000
012620	050000
012620	020000
012620	000200
012620	020000
012620	002000
012620	020000
012620	010000
012620	020000
012620	020000
012620	020000
012620	002000
012620	004000
012620	050000
012620	050000
012620	050000
012620	020000
012620	004000
012620	050000
012620	050000
012620	010000
012620	010000
012620	020000
012620	001000
012620	020000
012620	002000
012620	002000
012620	010000
012620	004000
012620	010000
012620	020000
012620	020000
012620	020000
012620	050000
012620	050000
012620	050000
012620	050000
012620	050000
012620	050000
012620	050000
012620	050000
012620	020000
012620	050000
012620	050000
012620	004000
012620	020000
012620	050000
012620	004000
012620	020000
012620	010000
012620	050000
012620	050000
012620	020000
012620	020000
012620	002000
012620	050000
012620	050000
012620	050000
012620	000500
012620	020000
012620	020000
012620	020000
012620	050000
012620	010000
012620	020000
012620	020000
012620	050000
012620	020000
012620	010000
012620	010000
012620	050000
012620	050000
012620	050000
012620	050000
012620	000200
012620	002000
012620	020000
012620	000000
012620	050000
012620	050000
012620	050000
012620	050000
012620	050000
012620	050000
012620	050000
012620	001000
012620	020000
012620	004000
012620	050000
012620	010000
012620	010000
012620	050000
012620	020000
012620	020000
012620	004000
012620	020000
012620	050000
012620	050000
012620	050000
012620	050000
012620	050000
012620	050000
012620	020000
012620	010000
012620	004000
012620	020000
012620	050000
012620	010000
012620	050000
012620	050000
012620	050000
012620	010000
012620	050000
012620	004000
012620	010000
012620	050000
012620	020000
012620	050000
012620	020000
012620	010000
012620	020000
012620	010000
012620	004000
012620	020000
014030	050000
014030	050000
014030	010000
014030	010000
014030	050000
014030	050000
014030	020000
014030	020000
014030	050000
014030	050000
014030	020000
014030	020000
014030	020000
014030	010000
014030	004000
014030	000500
014030	050000
014030	050000
014030	050000
014030	050000
014030	050000
014030	050000
